	EMWt	FCSP3	HAtmCount	HAtmMWt	LASA	MaxAbsESI	MaxAbsPC	MaxESI	MaxPC	MinAbsESI	MinAbsPC	MinESI	MinPC	MMR	MWt	NHOHCount	NOCount	NAliCc	NAliHc	NAliR	NAroCc	NAroHc	NAroR	NHA	NHD	NHetAtm	NRE	NRB	NSCc	NSHc	NSR	NVE	RCount	TPSA	logp	nonstereo_aromatic_smiles	zinc_id	QED	SA_score
169906	352.1357823	0.210526316	25	332.303	151.0316779	12.14976876	0.325365789	12.14976876	0.234351821	0.066213204	0.234351821	-0.066213204	-0.325365789	101.3657	352.463	1	5	0	0	0	2	1	3	5	1	6	0	5	0	0	0	128	3	59.81	3.923	Cc1ccc(cc1C)n2c(nnc2SCC(=O)Nc3ccccc3)C	ZINC000409108081	0.707092739	1.924609633
290287	239.132157	0.461538462	17	221.146	100.9764628	12.69628192	0.480623572	12.69628192	0.260562525	0.126226852	0.260562525	-0.521285903	-0.480623572	64.4077	239.29	1	3	0	0	0	1	0	1	2	1	4	0	6	0	0	0	94	1	38.33	2.509	CCCNC(=O)C(CC)Oc1ccc(cc1)F	ZINC000020457347	0.827960028	2.245328736
637156	282.1038134	0.538461538	19	264.221	116.2602303	11.79942791	0.4642048	11.79942791	0.281233501	0.063654573	0.281233501	-0.148282785	-0.4642048	74.0467	282.365	1	5	0	1	1	0	1	1	4	1	6	0	5	0	1	1	104	2	62.55	2.324	Cc1ccc(o1)C(C)NC(=O)CCN2CCSC2=O	ZINC000065447550	0.899981255	2.943226325
838729	442.1926284	0.458333333	31	412.341	184.2016795	13.05946358	0.381381779	13.05946358	0.242587839	0.060407743	0.242587839	-3.582138327	-0.381381779	119.1075	442.581	1	6	0	2	2	2	0	2	4	1	7	0	6	0	2	2	166	4	75.71	2.952	c1ccc(cc1)C2(CCOCC2)CNC(=O)C3CCCN(C3)S(=O)(=O)c4ccccc4	ZINC000225517187	0.746397463	2.741863698
329934	456.1631399	0.304347826	32	431.343	186.46406	13.4095279	0.325851925	13.4095279	0.24625395	0.182486648	0.24625395	-3.74669472	-0.325851925	119.5505	456.543	1	7	0	1	1	2	1	3	5	1	9	0	5	0	1	1	168	4	84.3	3.668	Cc1c(c(n(n1)c2ccccc2)C)S(=O)(=O)N3CCC(CC3)C(=O)Nc4ccc(cc4)F	ZINC000085642623	0.635011595	2.161683281
982331	389.1773127	0.6	27	362.305	161.7051022	12.70421504	0.440682823	12.70421504	0.32137931	0.101351585	0.32137931	-0.788155302	-0.440682823	107.3291	389.521	1	6	0	2	2	1	1	2	4	1	7	0	2	0	2	2	146	4	75.44	3.934	CC(C)(C)Cc1nc2cc(ccc2o1)NC(=O)N3CCC4CCC(C3)S4=O	ZINC000528974468	0.844223004	4.907062343
620928	310.0065377	0.181818182	18	300.051	111.8927107	11.46737276	0.483786752	11.46737276	0.257814208	0.035659486	0.257814208	-0.219704861	-0.483786752	67.8664	311.139	2	6	0	0	0	1	1	2	4	2	7	0	5	0	0	0	94	2	79.9	1.262	c1cc(ccc1OCC(=O)NCc2nc[nH]n2)Br	ZINC000037920876	0.871111661	2.584982882
661542	323.1797759	0.35	24	301.239	141.0904669	13.29181397	0.366600502	13.29181397	0.138620382	0.222084891	0.138620382	-0.222084891	-0.366600502	95.8187	323.415	1	3	1	0	1	1	2	3	3	1	4	0	3	1	0	1	124	4	29.33	5.193	Cc1ccc2nc(c(n2c1)NC3CCCCC3)c4ccc(cc4)F	ZINC000000320056	0.718180511	2.20781654
939758	302.2106615	0.764705882	22	276.214	132.2306657	5.991943736	0.378914669	5.991943736	0.146651581	0.2650411	0.146651581	0.2650411	-0.378914669	85.895	302.422	0	5	1	2	3	0	1	1	5	0	5	0	3	1	2	3	120	4	41.49	1.805	c1cnc(cn1)N2CCOCC3(C2)CCCN(C3)CC4CC4	ZINC000096049651	0.851547902	3.645079085
199577	333.2303939	0.6	24	302.224	145.3070049	9.96423597	0.491206202	9.96423597	0.118939515	0.000299888	0.118939515	-0.000299888	-0.491206202	97.1006	333.472	2	4	0	1	1	1	0	1	4	2	4	0	8	0	1	1	134	2	52.93	2.989	CC(=CCC1(CCCN(C1)Cc2ccc(cc2)OCCO)CO)C	ZINC000091781992	0.718263139	2.969751938
625584	336.1698593	0.333333333	25	316.239	145.8689694	5.971777683	0.369240672	5.971777683	0.114812374	0.032405518	0.114812374	-0.032405518	-0.369240672	92.441	336.399	0	7	0	1	1	0	3	3	7	0	7	0	4	0	1	1	128	4	68.96	1.846	Cn1cc(cn1)CN2CCOC(C2)c3cccc(n3)c4cncnc4	ZINC000257207456	0.724111165	3.168548278
718064	274.1681279	0.6875	20	252.188	119.2687337	12.47003417	0.456223812	12.47003417	0.28908064	0.078573554	0.28908064	0.078573554	-0.456223812	75.5405	274.364	0	4	0	3	3	0	1	1	3	0	4	0	1	0	3	3	108	4	36.69	2.144	Cc1ccc(o1)C(=O)N2CC3CN4CCCCC4C3C2	ZINC000225251806	0.787070179	3.493274457
304645	263.1633769	0.714285714	19	242.173	113.1760706	10.150585	0.392343018	10.150585	0.146550346	0.019128047	0.146550346	-0.200872648	-0.392343018	71.9498	263.341	1	5	1	1	2	0	1	1	5	1	5	0	3	1	1	2	104	3	58.48	1.233	CCOC1CC(C12CCN(CC2)c3cnccn3)O	ZINC000096421008	0.888650313	3.936664521
313053	349.1381503	0.933333333	22	322.302	137.6201877	12.78732544	0.365169347	12.78732544	0.252322907	0.149260676	0.252322907	-3.266184519	-0.365169347	89.7068	349.518	0	5	1	1	2	0	0	0	5	0	7	0	5	1	1	2	128	2	63.68	2.06	CCC(C(=O)N1CCSCC1S(=O)(=O)C)OC2CCCCC2	ZINC000408513176	0.76009525	3.575608272
889289	434.044201	0.5625	21	410.633	147.062369	6.230882727	0.358515315	6.230882727	0.170862558	0.655777116	0.170862558	-1.748470175	-0.358515315	103.906	434.825	0	2	0	0	0	0	2	2	2	0	5	0	4	0	0	0	116	2	17.82	6.318	CC(C)[Si](C(C)C)(C(C)C)n1ccc2c1nc(c(c2)Cl)I	ZINC000169794268	0.312698244	3.357537886
393574	446.1446327	0.428571429	30	420.39	184.7373764	13.2980352	0.394243982	13.2980352	0.266832039	0.0933574	0.266832039	-0.279796837	-0.394243982	125.7735	446.598	2	7	0	1	1	0	2	2	8	2	9	0	8	0	1	1	160	3	86.94	3.187	CCCCN1C(=O)C(=Cc2c(nc3c(cccn3c2=O)C)NC(CC)CO)SC1=S	ZINC000035132690	0.475636896	3.23381918
242105	346.1099614	0.3125	24	328.268	143.5454362	12.41742135	0.496687395	12.41742135	0.323743921	0.212784969	0.323743921	-0.416103894	-0.496687395	90.5467	346.412	1	7	0	1	1	1	1	2	6	1	8	0	5	0	1	1	126	3	76.46	1.913	CC(C(=O)N1CCNC1=O)Sc2nccn2c3cccc(c3)OC	ZINC000009319257	0.837172346	2.858811667
669288	234.1004423	0.5	17	220.143	99.02311835	11.13369221	0.477540601	11.13369221	0.338970432	0.285547997	0.338970432	-0.915361631	-0.477540601	61.2083	234.255	1	5	0	2	2	0	1	1	4	1	5	0	2	0	2	2	90	3	62.66	0.862	c1cc(c(nc1)N2CC3COCC3C2)C(=O)O	ZINC000409433480	0.821999696	3.278284081
195575	444.035251	0.3	27	427.604	169.6364165	6.049182639	0.440397006	6.049182639	0.198188154	0.365231049	0.198188154	0.365231049	-0.440397006	109.163	445.748	0	5	0	1	1	1	3	4	5	0	7	0	3	0	1	1	138	5	46.57	5.271	c1cc2c(cc1Cl)nc(o2)C3CCN(CC3)Cc4cn5cc(ccc5n4)Br	ZINC000058378377	0.430803269	2.580555563
447522	350.1742759	0.3	26	328.246	152.4261716	12.49116049	0.338979959	12.49116049	0.226979213	0.049809933	0.226979213	0.049809933	-0.338979959	98.12	350.422	0	6	0	0	0	1	2	3	5	0	6	0	7	0	0	0	134	3	72.12	3.421	CCN(Cc1ccccn1)C(=O)CCc2nc(no2)c3ccccc3C	ZINC000055252519	0.65272278	2.22535072
469016	364.0881634	0.05	26	348.298	154.9403692	12.34830436	0.32453683	12.34830436	0.293538925	0.300640957	0.293538925	-0.457478374	-0.32453683	103.3307	364.426	1	5	0	1	1	2	0	2	4	1	6	0	5	0	1	1	130	3	66.48	3.918	c1ccc(cc1)C=CC=C2C(=O)N(C(=O)S2)CC(=O)Nc3ccccc3	ZINC000210806410	0.816894456	2.097582105
451462	392.140389	0.181818182	28	371.722	168.4805796	6.082311501	0.49668556	6.082311501	0.120556677	0.711489467	0.120556677	0.711489467	-0.49668556	112.4997	392.89	1	5	0	0	0	2	2	4	4	1	6	0	6	0	0	0	142	4	54.04	4.919	CN(Cc1cc[nH]n1)Cc2cc3ccc(cc3nc2c4ccc(cc4)Cl)OC	ZINC000072436353	0.505719521	2.655810963
893857	486.1743915	0.538461538	33	455.817	204.209964	13.59025377	0.491080965	13.59025377	0.24234142	0.031067649	0.24234142	-0.145800317	-0.491080965	130.686	487.065	0	5	2	1	3	1	1	2	4	0	7	0	8	2	0	2	176	5	49.85	5.335	c1cc(ccc1OCC2c3ccsc3CCN2C(=O)CN(CC4CC4)C(=O)C5CCCC5)Cl	ZINC000036115986	0.506011579	3.032590756
396195	326.1464272	0.5625	22	303.253	134.7384302	12.85639394	0.490298263	12.85639394	0.239017408	0.036372394	0.239017408	-0.400910265	-0.490298263	87.6044	326.437	2	4	0	1	1	1	0	1	4	1	6	0	6	0	1	1	122	2	55.56	2.276	CSCCC(C(=O)N1CCC(CC1)Oc2ccc(cc2)F)N	ZINC000156427708	0.871228441	2.611667619
647831	449.0789212	0.238095238	29	426.435	175.9467018	13.23453314	0.2406409	13.23453314	0.2406409	0.166939791	0.222977732	-3.876798286	-0.222977732	116.5293	449.619	1	5	0	0	0	2	1	3	5	1	8	0	7	0	0	0	154	3	80.31	4.167	Cc1cc(c(c(c1)C)S(=O)(=O)NCC(c2cccs2)S(=O)(=O)c3ccccc3)C	ZINC000008601922	0.587111488	2.812424916
216657	208.1324111	0.6	15	192.137	89.26779021	5.933011149	0.479393292	5.933011149	0.241792243	0.463493953	0.241792243	0.463493953	-0.479393292	59.0604	208.265	2	5	0	1	1	0	1	1	5	1	5	0	2	0	1	1	82	2	64.27	1.058	COc1c(c(ncn1)N2CCCCC2)N	ZINC000087205264	0.786842278	2.232449756
7509	332.2463783	0.7	24	300.232	146.2756882	5.681496385	0.49642593	5.681496385	0.122852983	0.401827641	0.122852983	0.401827641	-0.49642593	97.514	332.488	0	4	0	2	2	1	0	1	4	0	4	0	6	0	2	2	134	3	24.94	3.161	CCOCC1CCC2(N1C)CCN(CC2)Cc3ccccc3OC	ZINC000096206779	0.798806369	3.493353996
472094	283.0956913	0.133333333	21	270.183	120.3235429	11.51596854	0.434328586	11.51596854	0.249850528	0.010947739	0.249850528	-0.213998278	-0.434328586	77.7457	283.287	1	6	0	0	0	1	2	3	5	1	6	0	4	0	0	0	106	3	77.25	2.475	COCC(=O)Nc1cccc(c1)c2nc3c(o2)cccn3	ZINC000006709755	0.795532018	2.09797502
548792	387.1582915	0.260869565	29	366.271	167.4667148	12.63435183	0.44377402	12.63435183	0.251020645	0.063474801	0.251020645	-0.063474801	-0.44377402	109.4012	387.439	1	6	1	0	1	2	2	4	5	1	6	0	4	1	0	1	146	5	81.16	5.131	Cc1ccc(cc1)c2nc(co2)c3c4cc(ccc4on3)C(=O)NC5CCCC5	ZINC000096154301	0.524862983	2.448534967
964365	333.1623314	0.5	23	310.277	140.5909072	11.91149481	0.35077838	11.91149481	0.230378606	0.034994714	0.230378606	-0.239838517	-0.35077838	91.8627	333.461	1	6	0	0	0	1	1	2	6	1	7	0	5	0	0	0	124	2	72.7	2.793	CC(C)c1ccc(cc1)n2c(nnn2)SCC(=O)NC(C)(C)C	ZINC000005217429	0.851895969	2.177146366
279010	421.1248832	0.038461538	31	402.373	183.25772	13.01218971	0.318707116	13.01218971	0.27454678	0.235516188	0.27454678	-0.235516188	-0.318707116	129.3027	421.525	1	4	0	0	0	3	2	5	4	1	5	0	4	0	0	0	150	5	58.64	5.782	CSc1ccc(cc1)C=C(c2ccc3ccccc3n2)c4c(=O)[nH]c5ccccc5n4	ZINC000034702049	0.3736742	2.512143433
675137	439.2583399	0.625	32	406.296	187.8836596	13.07446866	0.391716723	13.07446866	0.27449283	0.047270182	0.27449283	-0.465566886	-0.391716723	121.1527	439.56	3	8	1	2	3	1	1	2	5	3	8	0	4	1	2	3	172	5	101.56	2.052	c1ccc2c(c1)c(n[nH]2)C(=O)N3CCC(CC3)N4CC(CC4C(=O)NC5CCCCC5)O	ZINC000257188760	0.676906835	3.309971817
624315	335.1269914	0.210526316	25	318.227	144.0007007	12.65964695	0.459196735	12.65964695	0.28972724	0.222048847	0.28972724	-0.508453431	-0.459196735	93.1392	335.363	1	6	0	1	1	1	2	3	4	1	6	0	3	0	1	1	126	4	75.44	3.071	c1ccc2c(c1)ccc(n2)NC(=O)C3CCCN3C(=O)c4ccco4	ZINC000041819069	0.797988835	2.537224486
811719	300.0714678	0.727272727	19	284.281	119.4602059	11.95634939	0.377774205	11.95634939	0.232680638	0.152964905	0.232680638	0.152964905	-0.377774205	74.6767	300.409	1	6	1	1	2	0	1	1	7	1	8	0	5	1	1	2	104	3	67.35	1.063	C1CC1Nc2nnc(s2)SCC(=O)N3CCOCC3	ZINC000008249352	0.820372272	2.3196523
436055	508.0871133	0.173913043	34	486.779	201.4117333	14.02589754	0.494548388	14.02589754	0.264561409	0.021730101	0.264561409	-4.353965039	-0.494548388	127.1115	508.955	1	8	0	0	0	3	0	3	6	1	11	0	9	0	0	0	180	3	94.17	4.339	COc1ccc(cc1N(CC(=O)Nc2ccccc2F)S(=O)(=O)c3ccc(c(c3)OC)OC)Cl	ZINC000020239356	0.461901676	2.179214317
171631	391.2026549	0.523809524	27	361.703	166.6562641	12.15355801	0.44671455	12.15355801	0.272753139	0.194574725	0.272753139	-0.194574725	-0.44671455	108.6732	391.943	1	5	0	0	0	1	1	2	4	1	6	0	9	0	0	0	148	2	58.37	4.761	CC(C)CNC(=O)c1coc(n1)CN(Cc2ccc(cc2)Cl)C(C)C(C)C	ZINC000036069050	0.668985965	2.874182879
144438	191.0670319	0.285714286	13	183.092	72.73743044	12.02510291	0.417389011	12.02510291	0.417389011	0.248151927	0.271095557	-4.331673399	-0.271095557	40.2661	191.156	3	3	0	0	0	0	1	1	3	2	6	0	2	0	0	0	72	1	50.94	1.064	c1cc(ncc1C(F)(F)F)CNN	ZINC000066327884	0.542554422	2.428915794
610870	502.961849	0.0	30	492.676	188.7088512	13.11170496	0.332336062	13.11170496	0.258464422	0.112332032	0.258464422	-0.428581049	-0.332336062	121.6619	504.772	2	6	0	0	0	3	1	4	5	2	10	0	3	0	0	0	150	4	71.84	5.102	c1cc(ccc1n2nc3ccc(cc3n2)NC(=S)NC(=O)c4cc(ccc4Cl)Br)F	ZINC000016429863	0.379824828	2.323322359
740096	485.1739416	0.096774194	37	462.359	213.1413802	14.15366091	0.339551157	14.15366091	0.255326467	0.155121042	0.255326467	-0.988079176	-0.339551157	140.7522	485.543	1	6	0	1	1	4	1	5	5	1	6	0	5	0	0	0	180	6	81.06	5.239	c1ccc(cc1)C2C(c3nc4ccccc4n3C(=O)C2NC(=O)c5ccccc5)C(=O)c6ccccc6	ZINC000013126380	0.345417565	3.341413343
301874	359.093977	0.176470588	25	342.271	144.8308119	12.32863552	0.365599494	12.32863552	0.255202446	0.008099196	0.255202446	-3.622431681	-0.365599494	92.6986	359.407	4	7	1	0	1	2	0	2	4	3	8	0	6	1	0	1	130	3	118.36	1.479	c1cc(cc(c1)S(=O)(=O)NC2CC2)C(=O)Nc3ccc(cc3)C(=O)N	ZINC000021222235	0.723621647	1.838586353
288679	383.1092332	0.043478261	28	366.34	166.2691988	5.65273715	0.332628326	5.65273715	0.26999651	0.533755669	0.26999651	0.533755669	-0.332628326	112.547	383.476	0	4	0	0	0	2	3	5	5	0	5	0	4	0	0	0	136	5	43.85	6.231	Cc1cccc(c1)c2csc(c2n3cccc3)c4nc(no4)c5ccccc5	ZINC000021730620	0.369329048	2.455474644
669536	560.0557329	0.111111111	39	543.839	227.9317488	13.83692208	0.497312969	13.83692208	0.318150779	0.027646842	0.318150779	-1.047527784	-0.497312969	145.6166	560.975	1	10	1	1	2	3	1	4	9	1	12	0	4	0	0	0	194	6	140.87	4.494	c1ccc2c(c1)CCC3=C2N=c4n(c(=O)c(=Cc5cc(c(c(c5)[N+](=O)[O-])O)[N+](=O)[O-])s4)C3c6ccccc6Cl	ZINC000100956999	0.287760896	3.381715868
226444	407.0732203	0.315789474	25	386.116	155.9626597	12.20339309	0.496757953	12.20339309	0.223975337	0.045540727	0.223975337	-0.045540727	-0.496757953	100.6577	408.292	1	5	0	0	0	2	0	2	4	1	6	0	8	0	0	0	134	2	56.79	3.376	COc1cccc(c1)CCNC(=O)Cc2cc(c(cc2Br)OC)OC	ZINC000005527450	0.727947554	1.941340467
490171	484.1416555	0.304347826	34	460.342	195.7666605	12.6367251	0.448949649	12.6367251	0.338478923	0.01944672	0.338478923	-3.66849337	-0.448949649	125.146	484.534	1	10	0	1	1	2	1	3	8	1	11	0	6	0	0	0	178	4	127.67	1.777	CC(C(=O)Nc1cccc(c1)S(=O)(=O)N(C)C)OC(=O)c2ccc3c(c2)nc4n(c3=O)CCC4	ZINC000032957476	0.528351631	2.859465833
99438	359.2208918	0.65	26	330.238	154.9812413	13.20580129	0.496624447	13.20580129	0.229073904	0.085123536	0.229073904	-0.085123536	-0.496624447	99.7277	359.47	1	6	0	3	3	1	0	1	5	1	6	0	2	0	2	2	142	4	54.04	1.143	CN1CCN(CC12CCNCC2)C(=O)C3Cc4ccc(cc4OC3)OC	ZINC000091468997	0.858349476	3.675395631
217611	506.1477864	0.066666667	38	484.338	217.969382	12.86190559	0.45738191	12.86190559	0.338156195	0.070995149	0.338156195	-0.781187605	-0.45738191	138.9582	506.514	1	8	0	1	1	4	0	4	6	1	8	0	8	0	0	0	188	5	102.01	5.071	c1ccc(cc1)CN2C(=O)c3ccc(cc3C2=O)C(=O)OCC(=O)Nc4ccc(cc4)Oc5ccccc5	ZINC000008800773	0.264474978	2.102229114
283139	252.9208397	0.0	12	249.04	77.56515272	12.47004157	0.238675133	12.47004157	0.238675133	0.121388889	0.224592779	-3.763796296	-0.224592779	45.4732	254.08	2	3	0	0	0	1	0	1	2	1	6	0	1	0	0	0	66	1	60.16	1.236	c1cc(c(cc1F)Br)S(=O)(=O)N	ZINC000002243199	0.818959361	2.028342554
589441	333.1398646	0.333333333	23	310.269	137.6476443	11.79575702	0.396326105	11.79575702	0.175029178	0.107546296	0.175029178	-3.240690993	-0.396326105	92.2793	333.453	2	4	0	0	0	2	0	2	4	2	5	0	7	0	0	0	124	2	66.4	2.46	Cc1ccc(cc1)C(c2cccc(c2)S(=O)(=O)C)NCCCO	ZINC000095412018	0.764023745	2.500884671
445923	464.0646681	0.210526316	30	444.434	182.887064	12.8377879	0.496767112	12.8377879	0.263566441	0.143187617	0.263566441	-3.743096868	-0.496767112	119.285	464.594	1	8	0	0	0	2	1	3	8	1	11	0	8	0	0	0	158	3	101.49	3.736	CCSc1nnc(s1)NC(=O)c2ccc(cc2)N(C)S(=O)(=O)c3ccc(cc3)OC	ZINC000222831242	0.400216613	2.224519637
539194	380.140389	0.285714286	27	359.711	162.9358871	12.72464685	0.346526051	12.72464685	0.290706776	0.189237528	0.290706776	-0.215930877	-0.346526051	106.1442	380.879	1	5	1	0	1	2	1	3	4	1	6	0	4	1	0	1	138	4	59.81	4.65	c1ccc(cc1)c2nc(nn2c3ccc(cc3)Cl)C(=O)NC4CCCCC4	ZINC000008476803	0.71618819	2.066833459
732584	518.966189	0.0	33	510.128	190.5536562	11.35778413	0.488227179	11.35778413	0.355915154	0.05236678	0.355915154	-1.042249662	-0.488227179	114.9108	520.208	2	14	0	0	0	2	1	3	11	2	15	0	7	0	0	0	168	3	204.89	4.338	c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Oc2ccc(cc2C=Cc3c(c(nc(n3)O)O)[N+](=O)[O-])Br	ZINC000409391360	0.331008282	3.055848738
122115	418.1892573	0.24	31	392.285	181.6962373	12.70299317	0.493887434	12.70299317	0.318972522	0.092157989	0.318972522	-0.244597821	-0.493887434	119.9684	418.493	2	6	0	1	1	3	0	3	4	2	6	0	8	0	0	0	160	4	68.82	4.79	CCOc1ccc(cc1)NC(=O)NC(Cc2ccccc2)Cc3ccc4c(c3)OCO4	ZINC000032949012	0.551937933	2.517371948
677370	391.1087545	0.090909091	28	373.714	167.3949482	12.8294659	0.333170131	12.8294659	0.333170131	0.234525174	0.317899199	-0.490385469	-0.317899199	110.6897	391.858	1	5	0	1	1	2	1	3	3	1	6	0	3	0	1	1	140	4	54.34	4.845	Cc1cc(c(n1c2ccccc2)C)C=C3C(=O)N(C(=O)N3)c4cccc(c4)Cl	ZINC000002830390	0.512468166	2.272113874
672165	347.2096584	0.65	25	318.223	149.5809504	12.31876653	0.49358629	12.31876653	0.219852164	0.125575108	0.219852164	0.125575108	-0.49358629	95.5707	347.455	1	5	0	2	2	1	0	1	4	1	5	0	7	0	2	2	138	3	56.79	2.794	c1ccc(cc1)OCCCC(=O)NC2CCOCC2C3CCOCC3	ZINC000220686842	0.770792799	3.110011851
955943	520.1892744	0.230769231	37	492.391	217.3095855	14.177694	0.4966876	14.177694	0.272655492	0.009240888	0.272655492	-1.117121126	-0.4966876	143.7832	520.615	6	10	0	0	0	2	2	4	7	4	11	0	7	0	0	0	192	4	156.43	3.617	CC(C)(C)NC(=O)C(c1c[nH]c2c1cccc2)N(c3cccc(c3)OC)C(=O)c4c(c(ns4)C(=O)N)N	ZINC000006074779	0.291535981	3.220676939
491255	458.1260054	0.238095238	32	436.32	188.1887794	12.53831833	0.492688848	12.53831833	0.276646393	0.013159988	0.276646393	-0.389912035	-0.492688848	117.3619	458.496	2	10	0	0	0	2	1	3	9	2	11	0	10	0	0	0	168	3	124.81	2.756	COc1cc(cc(c1OC)OC)C(=O)NCc2nnc(o2)SCC(=O)Nc3ccccc3	ZINC000009673838	0.441211475	2.217195386
454051	422.244854	0.636363636	29	387.721	179.7203194	12.57443274	0.353275271	12.57443274	0.320400502	0.086720289	0.320400502	-0.096539994	-0.353275271	117.9567	423.001	1	6	0	1	1	1	0	1	3	1	7	0	11	0	1	1	162	2	55.89	3.308	CC(C)CN(CCNC(=O)CN1CCN(C1=O)Cc2ccc(cc2)Cl)CC(C)C	ZINC000004931295	0.594814768	2.427195498
658320	340.0946882	0.157894737	25	324.203	142.7791156	13.03291525	0.50782198	13.03291525	0.374555992	0.063972033	0.374555992	-0.75856576	-0.50782198	92.0933	340.331	1	6	0	0	0	2	1	3	6	1	6	0	4	0	0	0	128	3	85.97	3.351	CCOC(=O)c1c(c(=O)c2ccc(cc2o1)O)c3ccccc3OC	ZINC000000313893	0.733122511	2.20768706
874472	478.0528192	0.125	31	460.178	187.1696196	13.22093455	0.492957148	13.22093455	0.335449114	0.138684925	0.335449114	-0.782547564	-0.492957148	122.8777	479.33	1	6	0	1	1	3	0	3	4	1	7	0	5	0	1	1	156	4	75.71	5.058	CCCOc1ccc2ccccc2c1C=C3C(=O)NC(=O)N(C3=O)c4ccc(cc4)Br	ZINC000408805391	0.410344533	2.332514018
615167	301.2154125	0.5	22	274.218	133.0436172	5.666875796	0.491021972	5.666875796	0.119203634	0.208822465	0.119203634	0.208822465	-0.491021972	90.1427	301.434	1	4	0	0	0	1	1	2	4	1	4	0	6	0	0	0	120	2	39.08	3.675	Cc1c(c(n(n1)C)C)C(C)NCc2ccc(cc2)OC(C)C	ZINC000078553181	0.884460049	2.596717197
901873	365.1739416	0.380952381	27	342.249	157.4377295	12.84387141	0.480991808	12.84387141	0.30742688	0.022824959	0.30742688	-0.878467652	-0.480991808	103.2695	365.433	2	6	2	0	2	1	1	2	4	2	6	0	5	1	0	1	140	4	82.53	2.44	CN(C)c1cc(c2ccccc2n1)CNC(=O)C3C4CC(C3C(=O)O)C=C4	ZINC000170002954	0.795528489	4.27222641
711497	499.1565773	0.178571429	36	474.392	213.4009332	12.78556511	0.496767787	12.78556511	0.234295323	0.135059133	0.234295323	-0.135059133	-0.496767787	140.3067	499.592	1	7	0	1	1	3	1	4	7	1	8	0	8	0	0	0	182	5	82.57	5.978	CCOc1cccc(c1)NC(=O)CSc2c3c(nc(n2)c4ccc(cc4)OC)Oc5ccccc5C3	ZINC000009859494	0.207753386	2.479251175
274084	277.179027	0.6	20	254.184	120.0893758	12.16763558	0.482157854	12.16763558	0.260005372	0.063202948	0.260005372	0.063202948	-0.482157854	77.638	277.368	0	5	0	1	1	0	1	1	4	0	5	0	4	0	1	1	110	2	45.67	1.403	CN(C)C1CCCN(CC1)C(=O)COc2cccnc2	ZINC000221430776	0.834425562	2.497601862
596411	459.142819	0.304347826	32	436.334	189.9495884	13.62196093	0.434844372	13.62196093	0.387031973	0.050745736	0.387031973	-2.901607944	-0.434844372	120.5687	459.518	1	6	0	2	2	2	0	2	4	1	9	0	5	0	1	1	168	4	54.04	3.857	CC1=C(C(NC(=S)N1c2ccccc2)c3ccc(cc3)OC(F)F)C(=O)N4CCOCC4	ZINC000013684299	0.685839032	2.945234213
932651	248.0386263	0.444444444	15	235.631	97.25522341	11.26168793	0.396375376	11.26168793	0.318761511	0.156188033	0.318761511	-0.247771794	-0.396375376	62.6702	248.735	3	4	0	0	0	0	1	1	3	3	6	0	5	0	0	0	84	1	61.36	2.296	c1c(csc1Cl)NC(=O)NCCCCO	ZINC000408514829	0.700519874	2.47042213
320805	364.1535405	0.25	27	344.245	156.2847978	12.5848519	0.453595488	12.5848519	0.230800362	0.059654667	0.230800362	-0.085960989	-0.453595488	98.4334	364.405	2	7	0	1	1	2	1	3	5	2	7	0	6	0	0	0	138	4	89.13	2.68	Cc1[nH]c(nn1)CNC(=O)CC(c2ccccc2)c3ccc4c(c3)OCO4	ZINC000012758089	0.701928428	3.079025333
798680	377.2215605	0.409090909	28	350.276	164.9334262	12.25040659	0.337415279	12.25040659	0.318747133	0.189902263	0.318747133	-0.189902263	-0.337415279	111.6744	377.492	2	6	1	0	1	1	2	3	4	2	6	0	5	1	0	1	146	4	71.84	4.527	Cc1ccc(cc1C)NC(=O)NCCc2nc3cccnc3n2C4CCCC4	ZINC000033263783	0.686200618	2.273756263
847317	368.0475615	0.157894737	24	352.424	153.0578979	4.885551776	0.233192844	4.885551776	0.152648551	1.001466312	0.152648551	1.001466312	-0.233192844	106.182	368.552	0	2	0	0	0	1	3	4	5	0	5	0	3	0	0	0	120	4	25.78	6.587	Cc1ccc(cc1C)c2c(sc(n2)c3nc(cs3)c4cccs4)C	ZINC000009683093	0.407615923	2.446122436
841543	506.2363048	0.44	35	471.364	207.446841	14.60354414	0.354063688	14.60354414	0.30364305	0.186741701	0.30364305	-4.199024525	-0.354063688	135.5215	506.644	1	8	0	0	0	2	0	2	4	1	10	0	12	0	0	0	192	2	90.03	2.671	CC(C)CNC(=O)C(C)N(CCc1ccccc1)C(=O)CN(c2ccccc2F)S(=O)(=O)N(C)C	ZINC000224508792	0.479371807	3.057137943
948071	470.8751084	0.142857143	23	463.028	147.7607211	12.83021249	0.415993177	12.83021249	0.415993177	0.027988946	0.279362432	-4.637323707	-0.279362432	88.8315	473.108	1	3	0	0	0	2	0	2	2	1	9	0	3	0	0	0	124	2	46.17	5.34	Cc1cc(ccc1NS(=O)(=O)c2cc(cc(c2)Br)C(F)(F)F)Br	ZINC000098072999	0.654876094	2.208005851
