	EMWt	FCSP3	HAtmCount	HAtmMWt	LASA	MaxAbsESI	MaxAbsPC	MaxESI	MaxPC	MinAbsESI	MinAbsPC	MinESI	MinPC	MMR	MWt	NHOHCount	NOCount	NAliCc	NAliHc	NAliR	NAroCc	NAroHc	NAroR	NHA	NHD	NHetAtm	NRE	NRB	NSCc	NSHc	NSR	NVE	RCount	TPSA	logp	nonstereo_aromatic_smiles	zinc_id	QED	SA_score
457768	359.1368874	0.263157895	26	338.21	151.050868	12.16267421	0.496395208	12.16267421	0.335322655	0.07263554	0.335322655	-1.071086815	-0.496395208	95.0	359.378	2	7	0	0	0	2	0	2	5	2	7	0	8	0	0	0	138	2	94.09	2.658	CC(c1ccccc1OC)NC(=O)COc2ccc(cc2OC)C(=O)O	ZINC000013420244	0.752505583	2.274844099
623790	390.1934872	0.631578947	27	363.703	164.4341876	13.0793223	0.339834319	13.0793223	0.231235419	0.023966837	0.231235419	0.023966837	-0.339834319	106.223	390.919	0	7	0	2	2	0	2	2	6	0	8	0	3	0	2	2	146	4	56.98	2.152	CC(C)N1CCN(CC1)C(=O)C2CCCN(C2)c3nnc4n3cccc4Cl	ZINC000065312763	0.803320237	3.012489772
21427	397.04425	0.1	27	382.357	165.5510761	12.33696536	0.492869525	12.33696536	0.263684306	0.194801359	0.263684306	-0.194801359	-0.492869525	109.8447	397.477	1	5	0	2	2	2	0	2	6	1	7	0	3	0	1	1	136	4	56.79	3.996	COc1ccc(cc1OC)C2=CC(=C3C(=O)NC(=S)S3)c4ccccc4O2	ZINC000002340831	0.62421709	2.813371117
644080	404.1670824	0.260869565	29	380.347	173.9778438	12.44798177	0.348759896	12.44798177	0.220328443	0.032263953	0.220328443	0.032263953	-0.348759896	117.0947	404.539	1	5	0	0	0	1	3	4	5	1	6	0	6	0	0	0	148	4	59.29	4.885	Cc1c(c(n2c(n1)cc(n2)c3ccccc3)C)CCC(=O)NC(C)c4cccs4	ZINC000004935247	0.497962449	2.800187084
74756	331.2259772	0.631578947	24	302.228	144.5085852	12.07032362	0.377683842	12.07032362	0.222360153	0.122519931	0.222360153	0.122519931	-0.377683842	96.2907	331.46	1	5	0	2	2	1	0	1	4	1	5	0	6	0	2	2	132	3	44.81	1.882	CC(CN1CCN(CC1)c2ccccc2)NC(=O)CC3CCCO3	ZINC000096422434	0.864466087	2.772573223
689356	477.2791556	0.517241379	35	441.336	207.2331289	13.91568672	0.355813308	13.91568672	0.22557837	0.011672073	0.22557837	-0.23655978	-0.355813308	133.8527	477.624	1	5	1	2	3	2	0	2	3	1	6	0	3	1	1	2	186	5	52.65	4.298	c1ccc2c(c1)CCN(C2)C(=O)C3CC4C(C3)N(CCCCCCNC4=O)Cc5cccc(c5)F	ZINC000257188755	0.717391568	3.989483004
755632	296.1095675	0.125	21	280.271	128.3307263	5.355493197	0.358253793	5.355493197	0.170565052	0.606672336	0.170565052	0.606672336	-0.358253793	90.2164	296.399	2	4	0	0	0	2	1	3	3	2	5	0	3	0	0	0	106	3	41.88	3.06	Cn1cc(cn1)CNC(=S)Nc2cccc3c2cccc3	ZINC000002777951	0.729001241	2.020817895
768408	567.0441256	0.076923077	37	549.203	218.5355142	13.80286763	0.496765883	13.80286763	0.335449138	0.001862511	0.335449138	-0.895511294	-0.496765883	136.6624	568.355	2	9	0	1	1	3	0	3	6	2	11	0	7	0	1	1	188	4	114.04	4.281	COc1ccc(cc1)N2C(=O)C(=Cc3cc(ccc3OCC(=O)Nc4ccccc4F)Br)C(=O)NC2=O	ZINC000409384129	0.325137698	2.380664252
737714	397.1282544	0.333333333	27	374.385	167.4308898	12.38255176	0.351676953	12.38255176	0.225815084	0.021429805	0.225815084	0.021429805	-0.351676953	111.9307	397.569	1	4	0	1	1	1	2	3	5	1	6	0	7	0	1	1	140	4	45.23	4.326	c1ccc(c(c1)CNC(=O)Cc2csc(n2)c3ccsc3)CN4CCCC4	ZINC000024190091	0.645505388	2.275767693
164005	348.1222404	0.157894737	26	332.234	149.177804	12.49341475	0.448292254	12.49341475	0.338705794	0.261472191	0.338705794	-0.831273358	-0.448292254	92.5552	348.362	1	7	0	1	1	1	2	3	6	1	7	0	4	0	0	0	130	4	86.11	1.665	c1ccc2c(c1)CC(OC2=O)C(=O)NCc3cccnc3n4cccn4	ZINC000024590500	0.724952289	2.872200172
497883	277.1314081	0.466666667	20	258.168	117.7422583	11.08269364	0.493601254	11.08269364	0.350552424	0.262273664	0.350552424	-1.258302928	-0.493601254	75.1248	277.32	1	5	0	1	1	1	0	1	4	1	5	0	6	0	0	0	108	2	68.12	2.833	CCCCOc1ccc(cc1)C2=NOC(C2)(C)C(=O)O	ZINC000071981109	0.811761465	2.813371339
448895	403.1644395	0.227272727	30	382.274	173.0804409	12.47503982	0.309161277	12.47503982	0.261066281	0.005204426	0.261066281	-0.359630225	-0.309161277	109.9607	403.442	1	8	0	1	1	1	2	3	6	1	8	0	7	0	0	0	152	4	97.19	2.454	Cc1ccc2c(c1)C(=O)N(C2=O)CCC(=O)Nc3ccn(n3)CCc4ccccn4	ZINC000051417399	0.611397223	2.387881367
792877	189.0425931	0.1	14	182.114	80.12974039	11.53287037	0.274255343	11.53287037	0.26790529	0.298796296	0.26790529	-0.545185185	-0.274255343	47.623	189.17	0	4	0	1	1	1	0	1	3	0	4	0	0	0	0	0	70	2	54.45	0.829	CC(=O)N1C(=O)c2ccccc2C1=O	ZINC000000103178	0.567777024	1.963078561
178448	304.2150781	0.611111111	22	276.21	133.3896405	11.7662534	0.384155877	11.7662534	0.222076752	0.109245885	0.222076752	0.109245885	-0.384155877	88.8607	304.434	1	4	0	1	1	1	0	1	3	1	4	0	8	0	1	1	122	2	41.57	2.236	COCCC(=O)NC1CCCN(C1)CCCc2ccccc2	ZINC000011842105	0.800643516	2.35530287
215128	471.2533348	0.538461538	34	437.301	199.4059521	13.91270696	0.37879274	13.91270696	0.256646432	0.016837485	0.256646432	-0.394599686	-0.37879274	127.8282	471.573	1	7	0	2	2	1	1	2	6	1	8	0	9	0	2	2	184	4	72.8	2.518	Cc1cc(=O)c(c(n1CCCN2CCOCC2)Cc3cccc(c3)F)C(=O)NCC4CCCO4	ZINC000020451477	0.60861108	3.090179611
993345	528.0582102	0.391304348	31	503.074	201.7232259	13.17124242	0.48375702	13.17124242	0.260988321	0.182798345	0.260988321	-0.62602445	-0.48375702	128.8857	530.29	1	5	0	0	0	2	0	2	3	1	8	0	9	0	0	0	168	2	58.64	5.695	CCC(C(=O)NCC)N(Cc1ccc(c(c1)Cl)Cl)C(=O)COc2cc(c(c(c2)C)Br)C	ZINC000224465661	0.453242494	2.990482599
167632	586.0506263	0.222222222	37	563.662	227.1299511	12.58154385	0.4967638	12.58154385	0.311292177	0.005932813	0.311292177	-0.667234372	-0.4967638	143.4477	587.854	1	8	0	1	1	3	0	3	6	1	10	0	8	0	1	1	192	4	94.17	5.747	Cc1cc(c(cc1NC(=O)COC(=O)C2CC(=O)N(C2)c3ccc(cc3)Oc4ccc(cc4)OC)Cl)Br	ZINC000408656290	0.33763344	2.798609335
891693	411.1349692	0.272727273	29	389.713	173.3047067	13.08837998	0.507237478	13.08837998	0.272552872	0.002184816	0.272552872	-0.363075397	-0.507237478	111.1968	411.889	3	6	0	1	1	2	1	3	4	3	7	0	5	0	0	0	150	4	89.45	3.98	Cc1ccc(cc1)C2c3c(n[nH]c3C(=O)N2CCCO)c4cc(c(cc4O)C)Cl	ZINC000005462416	0.59199628	3.04883295
24391	376.0776158	0.266666667	25	360.339	151.9371173	12.27884125	0.49261235	12.27884125	0.258176087	0.01662953	0.258176087	-0.453324174	-0.49261235	95.701	376.467	2	8	0	0	0	0	3	3	9	2	10	0	5	0	0	0	130	3	105.82	2.0	Cc1nc(cs1)c2ncc(c(n2)O)C(=O)NCc3cnc(n3C)SC	ZINC000091574804	0.656070288	3.014025742
535394	364.1786926	0.318181818	27	340.253	158.9263495	12.30093014	0.326073659	12.30093014	0.224327328	0.023509652	0.224327328	-0.186523526	-0.326073659	106.2832	364.445	1	5	0	1	1	2	0	2	3	1	5	0	5	0	0	0	140	3	66.48	3.814	Cc1ccc(cc1C)C(=O)CCC(=O)Nc2ccc3c(c2)CCN3C(=O)C	ZINC000020925113	0.820508587	2.074058885
194791	447.1286483	0.333333333	30	422.382	179.5531975	12.36680309	0.326043213	12.36680309	0.307382712	0.054828694	0.307382712	-3.469050537	-0.326043213	123.0355	447.582	1	7	0	0	0	2	1	3	6	1	9	0	7	0	0	0	160	3	88.48	3.402	Cc1ccc(c(c1)N(CCCC(=O)Nc2ccc3c(c2)sc(=O)n3C)S(=O)(=O)C)C	ZINC000225043568	0.601211624	2.509240824
786395	804.5023777	0.777777778	57	732.483	339.6682944	13.98231571	0.45831547	13.98231571	0.330229412	0.132492701	0.330229412	-2.20734203	-0.45831547	215.301	805.059	5	12	0	3	3	0	0	0	12	5	12	0	3	0	2	2	324	3	197.12	5.062	CCC1CCC2C(C(C(C3(O2)C(=O)CC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C	ZINC000254135535	0.238354574	7.854332081
481903	419.0803468	0.25	28	401.144	172.3528599	12.66245858	0.326041526	12.66245858	0.324880618	0.073898888	0.324880618	-0.723872215	-0.326041526	108.3484	420.296	2	6	0	1	1	2	0	2	3	2	8	0	6	0	1	1	146	3	78.51	4.394	CC(c1ccccc1)N2C(=O)C(NC2=O)CCC(=O)Nc3ccc(c(c3)Cl)Cl	ZINC000008991804	0.680671731	2.956839341
772364	214.1681279	0.909090909	15	192.133	91.75763272	11.76020833	0.443688146	11.76020833	0.40983314	0.097239229	0.40983314	-0.423132086	-0.443688146	59.6334	214.309	2	4	0	1	1	0	0	0	3	1	4	0	0	0	1	1	88	1	55.56	1.735	CC(C)(C)OC(=O)N1CCCCC(C1)N	ZINC000026896551	0.66787324	2.502200036
120466	492.1274413	0.259259259	34	467.828	206.1286687	13.69028711	0.349308594	13.69028711	0.25936505	0.169075964	0.25936505	-1.55923292	-0.349308594	133.8631	493.028	1	5	1	1	2	3	0	3	3	1	7	0	4	1	0	1	174	5	66.48	5.73	c1ccc2c(c1)C(=O)N(c3cc(ccc3S2=O)C(=O)NC4CCCCC4)Cc5cccc(c5)Cl	ZINC000008583537	0.505438698	2.979995309
489953	497.1620566	0.24	35	470.357	204.0987011	13.29924015	0.493599725	13.29924015	0.269076354	0.012670314	0.269076354	-4.081699736	-0.493599725	133.0119	497.573	1	9	0	0	0	3	0	3	6	1	10	0	12	0	0	0	184	3	118.85	3.938	CCOc1ccccc1CCCNC(=O)CN(c2ccc(cc2)[N+](=O)[O-])S(=O)(=O)c3ccccc3	ZINC000010110907	0.23001004	2.238895881
753183	446.9776056	0.105263158	27	434.182	167.4904945	12.1832409	0.487727675	12.1832409	0.323298693	0.186207337	0.323298693	-1.234988704	-0.487727675	105.2288	448.294	1	6	0	1	1	2	0	2	5	1	8	0	6	0	1	1	138	3	83.91	4.149	c1ccc(cc1)COc2ccc(cc2Br)C=C3C(=O)N(C(=O)S3)CC(=O)O	ZINC000409147729	0.669032844	2.139444383
815665	277.0884977	0.307692308	19	262.229	114.7986531	12.06044596	0.344426696	12.06044596	0.254903483	0.007064437	0.254903483	-0.256475813	-0.344426696	73.6647	277.349	1	5	0	0	0	0	2	2	5	1	6	0	4	0	0	0	100	2	63.99	1.711	Cc1c(c(n(n1)C)C)C(=O)NCC(=O)c2cccs2	ZINC000125922577	0.865307509	2.294343322
747571	639.0674833	0.206896552	41	614.304	248.5295066	13.05620126	0.489922923	13.05620126	0.293539272	0.013221369	0.293539272	-0.565522712	-0.489922923	159.9621	640.512	1	10	0	1	1	3	0	3	8	1	12	0	10	0	1	1	212	4	128.08	6.627	CCOc1cc(cc(c1OCc2ccc(cc2)[N+](=O)[O-])Br)C=C3C(=O)N(C(=O)S3)CC(=O)Nc4c(cccc4C)C	ZINC000409155511	0.148717894	2.617762017
237773	358.2420418	0.681818182	26	327.253	155.6797654	13.74615564	0.334578358	13.74615564	0.31897189	0.192177343	0.31897189	-0.283340382	-0.334578358	102.5924	358.501	2	3	4	0	4	1	0	1	1	2	4	0	5	4	0	4	142	5	41.13	5.641	CCCC(C12CC3CC(C1)CC(C3)C2)NC(=O)Nc4ccc(c(c4)F)C	ZINC000013320184	0.702381764	4.076529697
444050	446.1002032	0.095238095	32	432.248	177.7886966	12.98819576	0.572596304	12.98819576	0.572596304	0.068550367	0.40579926	-4.782514597	-0.40579926	104.8727	446.36	1	7	0	0	0	2	2	4	6	1	11	0	6	0	0	0	164	4	82.18	4.882	c1cc(n(c1)CC(=O)Nc2ccc(cc2)F)c3nc(no3)c4ccc(cc4)OC(F)(F)F	ZINC000057486967	0.427094726	2.367855234
909699	350.1754188	0.529411765	25	327.21	145.0493099	13.26121761	0.379112496	13.26121761	0.28699706	0.09771038	0.28699706	-0.376717723	-0.379112496	91.0359	350.394	2	7	0	1	1	1	1	2	5	2	8	0	6	0	1	1	136	3	79.48	1.168	CN(C)CCOC1CCOCC1NC(=O)c2[nH]c3cc(ccc3n2)F	ZINC000222917950	0.817522964	3.419867665
136684	381.0992524	0.210526316	27	365.695	159.8890222	12.32292237	0.323059554	12.32292237	0.247590922	0.067452042	0.247590922	-0.351711073	-0.323059554	100.7232	381.823	1	7	1	0	1	2	1	3	6	1	8	0	4	0	0	0	136	4	89.77	3.07	Cc1ccc(cc1)c2nnn(n2)CC(=O)Nc3cc4c(cc3Cl)CCC4=O	ZINC000191795728	0.749647896	2.373931956
998508	526.0644597	0.318181818	34	506.237	205.850742	14.20100274	0.461161416	14.20100274	0.360332011	0.001712892	0.360332011	-4.0298862	-0.461161416	127.5033	527.405	0	8	0	1	1	2	1	3	7	0	12	0	5	0	1	1	180	4	92.7	4.153	CCOC(=O)c1c(nc2cc(c(cc2n1)Cl)Cl)N3CCCN(CC3)S(=O)(=O)c4ccccc4F	ZINC000102538861	0.460559228	2.516341416
851348	446.1424044	0.333333333	31	423.32	179.6288891	13.48640803	0.37879274	13.48640803	0.259121107	0.04958607	0.259121107	-3.785123877	-0.37879274	112.1925	446.504	1	8	0	1	1	2	1	3	7	1	10	0	8	0	1	1	164	4	97.56	2.543	c1ccc(c(c1)c2nc(no2)c3cccc(c3)F)S(=O)(=O)NCCCN4CCOCC4	ZINC000033307166	0.531221152	2.355189857
458086	331.1354479	0.352941176	23	310.273	140.4304276	12.10111546	0.437504712	12.10111546	0.237303999	0.021942101	0.237303999	-0.058268824	-0.437504712	94.0057	331.441	1	5	0	0	0	1	1	2	5	1	6	0	8	0	0	0	122	2	64.11	4.129	CCCCSC(C)C(=O)Nc1ccc(cc1)Oc2cnccn2	ZINC000057488350	0.736891752	2.649240047
27428	319.0903093	0.285714286	22	305.253	129.4955919	13.22168655	0.340288533	13.22168655	0.263224525	0.003914084	0.263224525	-0.301763757	-0.340288533	81.3362	319.365	1	6	0	0	0	1	2	3	5	1	8	0	4	0	0	0	114	3	74.77	2.429	CC(CN(C)C(=O)c1cc2cc(ccc2s1)F)c3[nH]nnn3	ZINC000187294608	0.801221646	3.392463401
993627	374.0239737	0.583333333	19	359.062	124.2288357	5.957071051	0.352852855	5.957071051	0.165961154	0.05462963	0.165961154	-0.123047052	-0.352852855	77.427	374.182	0	6	0	1	1	0	2	2	6	0	7	0	3	0	1	1	102	3	62.06	2.493	CCOC1CCCC(O1)n2cnc3c2ncnc3I	ZINC000001677272	0.610415441	3.785090681
182880	525.9520309	0.095238095	30	511.119	193.3464918	13.2346478	0.323606381	13.2346478	0.243348753	0.042665908	0.243348753	-3.922643022	-0.323606381	123.2715	528.255	1	5	0	0	0	3	0	3	3	1	9	0	7	0	0	0	156	3	66.48	5.586	c1ccc(cc1)CN(CC(=O)Nc2ccc(cc2Cl)Cl)S(=O)(=O)c3ccc(cc3)Br	ZINC000100198273	0.435460434	2.002562494
44153	384.1069842	0.111111111	28	368.22	157.8089567	12.40528329	0.494310016	12.40528329	0.362008366	0.069834709	0.362008366	-0.744227608	-0.494310016	104.3205	384.348	3	10	0	0	0	2	1	3	7	3	10	0	5	0	0	0	144	3	135.74	3.396	CNc1c2ccccc2oc(=O)c1NC(=O)Nc3ccc(cc3OC)[N+](=O)[O-]	ZINC000101094827	0.348335127	2.355336539
791186	553.167142	0.193548387	40	526.424	234.9038942	13.20278353	0.485761255	13.20278353	0.342000173	0.196940897	0.342000173	-0.598001423	-0.485761255	151.749	553.64	0	8	0	1	1	2	3	5	9	0	9	0	8	0	0	0	202	6	84.58	5.899	Cc1cc(c(n1CC2COc3ccccc3O2)C)C(=O)COC(=O)c4cn(nc4c5cccs5)c6ccccc6	ZINC000002662815	0.175783127	3.148543379
473678	398.1664137	0.409090909	28	372.32	166.35825	12.98050294	0.307757288	12.98050294	0.257795114	0.040242812	0.257795114	-3.51900059	-0.307757288	110.316	398.528	1	5	1	1	2	2	0	2	3	1	6	0	4	1	0	1	148	4	66.48	3.727	Cc1ccc(cc1C)C(=O)N2CCc3c2ccc(c3)S(=O)(=O)NC4CCCC4	ZINC000013999842	0.853403045	2.168793523
153171	453.1899856	0.416666667	33	426.279	191.3689466	12.86054659	0.448779581	12.86054659	0.34552449	0.150382852	0.34552449	-1.098855873	-0.448779581	121.2696	453.495	1	9	1	1	2	2	0	2	7	1	9	0	6	0	1	1	174	4	111.01	3.171	CC(C(=O)NC1CCCc2c1cccc2)OC(=O)c3cc(ccc3[N+](=O)[O-])N4CCOCC4	ZINC000016319130	0.406229494	3.104334632
347759	393.1470752	0.529411765	27	370.285	161.7594514	12.24295939	0.443824624	12.24295939	0.407731013	0.011142185	0.407731013	-0.646558151	-0.443824624	104.7911	393.469	1	9	0	0	0	1	1	2	8	1	10	0	5	0	0	0	146	2	112.18	3.454	CCC(C)C(C(=S)n1c2cc(ccc2nn1)[N+](=O)[O-])NC(=O)OC(C)(C)C	ZINC000096032768	0.470125141	3.503034238
829683	385.2729274	0.652173913	28	350.272	169.226302	13.48699539	0.341518099	13.48699539	0.236227722	0.171451862	0.236227722	-0.274569988	-0.341518099	111.903	385.552	0	5	0	2	2	1	0	1	3	0	5	0	6	0	2	2	154	3	43.86	2.656	CC(C)CN1C(CC2(C1=O)CCN(CC2)C(=O)CN(C)C)Cc3ccccc3	ZINC000257281425	0.756178235	3.542729071
32444	479.104812	0.08	34	460.743	199.0329032	14.39620761	0.494579283	14.39620761	0.261058139	0.005468816	0.261058139	-0.624757522	-0.494579283	126.9864	479.895	2	7	0	0	0	3	1	4	5	2	9	0	6	0	0	0	172	4	93.46	5.956	Cc1c(c(no1)c2c(cccc2Cl)F)C(=O)Nc3ccc(cc3)C(=O)Nc4ccccc4OC	ZINC000015313613	0.355871509	2.165481092
193562	454.2580056	0.56	33	420.299	194.8701493	13.76739001	0.496751552	13.76739001	0.338122729	0.105047792	0.338122729	-0.555727749	-0.496751552	125.2527	454.571	1	8	1	1	2	1	1	2	8	1	8	0	6	1	0	1	178	4	87.5	4.588	CC1CCC(C(C1)OC(=O)C2=C(Nc3ncnn3C2c4cc(ccc4OC)OC)C)C(C)C	ZINC000020134084	0.638945412	4.008967071
909401	241.179027	0.833333333	17	218.151	102.8154847	9.665742945	0.391209861	9.665742945	0.152794721	0.375735072	0.152794721	-0.375735072	-0.391209861	65.5748	241.335	1	5	0	0	0	0	1	1	5	1	5	0	7	0	0	0	98	1	60.17	1.394	CCC(Cn1c(nc(n1)CC(C)C)COC)O	ZINC000095370367	0.78346585	3.214511793
146541	331.104228	0.277777778	23	313.268	138.7858938	13.50479887	0.480911213	13.50479887	0.260760431	0.170117263	0.260760431	-0.6074178	-0.480911213	89.1567	331.412	1	3	0	1	1	2	0	2	3	1	5	0	4	0	0	0	120	3	38.33	3.946	CC(C(=O)NC1CCSc2c1cc(cc2)F)Oc3ccccc3	ZINC000014241529	0.92187807	2.846357314
975492	349.1902604	0.35	26	326.254	152.175177	12.49807187	0.337289363	12.49807187	0.271366893	0.040210505	0.271366893	0.040210505	-0.337289363	99.0389	349.438	2	6	0	1	1	1	2	3	3	2	6	0	4	0	1	1	134	4	77.67	3.052	Cc1cc([nH]n1)C(=O)N2CCC(CC2)c3cc(n[nH]3)Cc4ccccc4	ZINC000067817837	0.759814628	2.685516129
717560	294.0075162	0.083333333	19	287.065	117.3496879	11.56366944	0.31245736	11.56366944	0.261333785	0.209765684	0.261333785	-0.209765684	-0.31245736	73.7127	295.129	1	5	0	0	0	1	2	3	4	1	7	0	2	0	0	0	96	3	63.57	2.475	c1cc(c(cc1Cl)Cl)Cn2c3c(cn2)c(=O)[nH]cn3	ZINC000005092208	0.78962287	2.436700226
939034	323.1269914	0.111111111	24	306.216	137.8864983	11.99000842	0.465005312	11.99000842	0.244274101	0.319125646	0.244274101	-0.793558201	-0.465005312	90.8698	323.352	4	6	0	0	0	1	2	3	3	3	6	0	6	0	0	0	122	3	101.12	1.987	c1ccc2c(c1)c(c[nH]2)CC(C(=O)N)NC(=O)C=Cc3ccco3	ZINC000004764124	0.604581067	2.742262965
862385	325.179027	0.368421053	24	302.228	142.2066143	12.79416549	0.377775873	12.79416549	0.255008406	0.058846949	0.255008406	-0.096902872	-0.377775873	94.3292	325.412	1	5	0	1	1	1	1	2	4	1	5	0	4	0	1	1	126	3	54.46	2.718	Cc1ccccc1C(C)NC(=O)c2cccnc2N3CCOCC3	ZINC000032819066	0.938958885	2.470007447
107319	479.0202194	0.238095238	29	461.203	180.5437035	13.07109525	0.489923269	13.07109525	0.293368218	0.096681313	0.293368218	-0.382136978	-0.489923269	114.394	480.355	0	5	0	1	1	2	0	2	5	0	8	0	7	0	1	1	152	3	55.84	5.622	CCOc1cc(cc(c1OCC)Br)C=C2C(=O)N(C(=O)S2)Cc3ccc(cc3)F	ZINC000033349290	0.481742696	2.270586289
286215	173.0952974	0.1	13	162.131	76.80056359	5.675530045	0.398711152	5.675530045	0.056770136	0.779030612	0.056770136	0.779030612	-0.398711152	53.0564	173.219	2	3	0	0	0	1	1	2	3	1	3	0	1	0	0	0	66	2	43.84	1.669	Cn1cc(cn1)c2cccc(c2)N	ZINC000020357563	0.666468415	1.999488399
791762	454.1827325	0.222222222	33	428.391	198.0227966	13.03559865	0.337301204	13.03559865	0.232860178	0.129486193	0.232860178	0.129486193	-0.337301204	132.556	454.599	0	5	0	1	1	3	1	4	5	0	6	0	5	0	0	0	166	5	51.02	5.228	Cc1ccc(cc1)c2nnc(n2c3ccc(cc3)C)SCC(=O)N4CCc5ccccc5C4	ZINC000013146246	0.387697379	2.19000018
801430	335.1092907	0.461538462	23	319.154	129.7170533	13.35116827	0.46215864	13.35116827	0.44827363	0.00132577	0.44827363	-5.225476427	-0.46215864	73.4364	335.282	2	7	0	0	0	0	1	1	5	2	10	0	6	0	0	0	128	1	89.55	2.061	CCOC(=O)C(C(F)(F)F)(NC(=O)Nc1ccccn1)OCC	ZINC000002227891	0.613466554	3.074517286
441464	465.1522408	0.24	33	441.358	193.6913884	13.65918367	0.344062923	13.65918367	0.336574476	0.135203294	0.336574476	-0.509092498	-0.344062923	129.4125	465.55	0	6	0	0	0	2	2	4	6	0	8	0	4	0	0	0	170	4	64.31	4.028	Cc1ccc(cc1C)n2c(=O)c3c(c(sc3n(c2=O)Cc4ccc(cc4)F)C(=O)N(C)C)C	ZINC000002956830	0.457223573	2.477802584
604005	501.2461412	0.555555556	35	465.38	211.2028401	13.63553209	0.378792718	13.63553209	0.242324228	0.025910445	0.242324228	-0.294484958	-0.378792718	135.507	501.668	0	6	1	1	2	1	1	2	5	0	8	0	10	1	1	2	190	4	53.09	4.075	Cc1ccc(s1)CN(Cc2ccc(cc2)F)C(=O)CN(CCN3CCOCC3)C(=O)C4CCCC4	ZINC000033452119	0.492511013	2.548897917
19549	216.101111	0.363636364	16	204.148	92.89692633	5.239362245	0.337174384	5.239362245	0.243642521	0.212928005	0.243642521	0.212928005	-0.337174384	57.5067	216.244	1	5	0	1	1	0	2	2	5	1	5	0	2	0	1	1	82	3	63.84	1.556	c1ccnc(c1)c2nc(on2)C3CCCN3	ZINC000012956994	0.824794703	2.858115969
815858	186.0793129	0.0	14	176.134	81.41952959	11.45308012	0.398666724	11.45308012	0.254541852	0.057314815	0.254541852	-0.057314815	-0.398666724	56.4514	186.214	2	3	0	0	0	1	1	2	3	1	3	0	1	0	0	0	70	2	48.02	1.42	c1ccn(c(=O)c1)c2cccc(c2)N	ZINC000000000933	0.684517717	1.951162124
402773	579.1402543	0.461538462	36	546.273	221.7262982	13.66675524	0.496756759	13.66675524	0.243823683	0.103685299	0.243823683	-3.774298225	-0.496756759	144.4735	580.545	1	8	1	0	1	2	0	2	5	1	10	0	10	1	0	1	196	3	96.02	4.008	Cc1cc(ccc1Br)N(CC(=O)N(Cc2cccc(c2)OC)C(C)C(=O)NC3CCCC3)S(=O)(=O)C	ZINC000260769200	0.458520739	3.048784656
344771	371.1415959	0.388888889	26	350.298	154.6599854	12.74346158	0.331742841	12.74346158	0.262484823	0.074641335	0.262484823	-0.479701909	-0.331742841	102.8182	371.466	1	7	0	0	0	0	3	3	7	1	8	0	5	0	0	0	136	3	89.77	3.027	CCn1cc(c(=O)c2c1nc(cc2)C)C(=O)Nc3nnc(s3)CC(C)C	ZINC000008395612	0.744449444	2.514296797
675983	442.1362564	0.304347826	31	419.328	183.5368639	13.04310114	0.492844783	13.04310114	0.270368138	0.091454727	0.270368138	-0.283285219	-0.492844783	116.1412	442.512	1	6	0	1	1	2	1	3	6	1	8	0	8	0	1	1	162	4	69.68	4.446	COc1cc(ccc1OCc2ccc(cc2)F)c3nc(cs3)C(=O)NCC4CCCO4	ZINC000034712269	0.558393379	2.652642159
926481	501.9197522	0.352941176	26	488.072	171.4011737	12.54775943	0.505580821	12.54775943	0.293539183	0.057761735	0.293539183	-0.466963577	-0.505580821	106.6148	504.2	1	6	0	2	2	1	0	1	5	1	9	0	3	0	2	2	138	3	77.92	3.966	c1c(cc(c(c1Br)O)Br)C=C2C(=O)N(C(=O)S2)CC(=O)N3CCCCC3	ZINC000106757492	0.631286952	2.438389105
305154	434.0541034	0.166666667	28	416.424	171.4085767	12.67897507	0.296364208	12.67897507	0.263561802	0.204946876	0.263561802	-3.662562099	-0.296364208	112.733	434.568	1	7	0	0	0	2	1	3	7	1	10	0	7	0	0	0	146	3	92.26	3.728	CCSc1nnc(s1)NC(=O)c2ccc(cc2)N(C)S(=O)(=O)c3ccccc3	ZINC000224097739	0.449962811	2.179484857
748152	382.1753386	0.368421053	28	360.248	161.8374476	12.32849222	0.331117607	12.32849222	0.331117607	0.055134244	0.326008865	-0.36878204	-0.326008865	102.8384	382.424	2	9	0	2	2	1	1	2	6	2	9	0	5	0	1	1	146	4	99.57	0.956	CN1CC(=O)N(C1=O)c2cccc(c2)NC(=O)CCc3cc4n(n3)CCNC4	ZINC000072474907	0.750555483	2.791993506
936357	384.1307771	0.238095238	27	363.308	161.5857204	13.19259669	0.496395209	13.19259669	0.225311142	0.09683537	0.225311142	-0.295715027	-0.496395209	105.5007	384.476	1	4	0	0	0	2	1	3	4	1	6	0	6	0	0	0	140	3	51.22	4.686	Cc1nc(c(s1)CC(=O)NC(C)c2ccccc2OC)c3ccc(cc3)F	ZINC000006552832	0.670964134	2.596403527
415560	220.1575633	0.538461538	16	200.156	97.19343636	5.133229527	0.496768205	5.133229527	0.118379387	0.621158956	0.118379387	0.621158956	-0.496768205	65.7254	220.316	2	3	0	1	1	1	0	1	3	2	3	0	4	0	1	1	88	2	33.29	1.537	COc1ccc(cc1)CNC2CCCNC2	ZINC000095067833	0.80720792	2.305553347
